movieId,userId,name,rating,timestamp
410,2,Mr. Jason Love,3.0,835355532
454,2,Mr. Jason Love,4.0,835355604
457,2,Mr. Jason Love,3.0,835355511
468,2,Mr. Jason Love,4.0,835355790
474,2,Mr. Jason Love,2.0,835355828
480,2,Mr. Jason Love,4.0,835355643
485,2,Mr. Jason Love,3.0,835355918
44191,3,Angela Thompson,3.5,1298932740
1197,3,Angela Thompson,5.0,1298932770
866,3,Angela Thompson,3.0,1298861687
1235,3,Angela Thompson,4.0,1298861628
1210,3,Angela Thompson,3.0,1298921795
595,3,Angela Thompson,2.0,1298923260
593,3,Angela Thompson,3.0,1298921840
778,3,Angela Thompson,4.0,1298863157
736,3,Angela Thompson,3.5,1298932787
2028,3,Angela Thompson,4.0,1298921862
1884,3,Angela Thompson,4.0,1298863143
2513,3,Angela Thompson,3.0,1298861789
2318,3,Angela Thompson,4.0,1298861753
1378,3,Angela Thompson,4.0,1298861658
1271,3,Angela Thompson,3.0,1298861605
1721,3,Angela Thompson,4.5,1298923236
1580,3,Angela Thompson,3.5,1298922089
2841,3,Angela Thompson,4.0,1298861733
2858,3,Angela Thompson,4.0,1298921825
2959,3,Angela Thompson,5.0,1298862874
3243,3,Angela Thompson,3.0,1298861968
2694,3,Angela Thompson,3.0,1298862710
2702,3,Angela Thompson,3.5,1298861796
2716,3,Angela Thompson,3.0,1298924017
2762,3,Angela Thompson,3.5,1298922057
6377,3,Angela Thompson,3.0,1298922080
7153,3,Angela Thompson,2.5,1298921787
7361,3,Angela Thompson,3.0,1298922065
8622,3,Angela Thompson,3.5,1298861650
3510,3,Angela Thompson,4.0,1298861633
3949,3,Angela Thompson,5.0,1298863174
5349,3,Angela Thompson,3.0,1298923266
5669,3,Angela Thompson,3.5,1298862672
247,3,Angela Thompson,3.5,1298861637
267,3,Angela Thompson,3.0,1298861761
60,3,Angela Thompson,3.0,1298861675
110,3,Angela Thompson,4.0,1298922049
588,3,Angela Thompson,3.0,1298922100
592,3,Angela Thompson,3.0,1298923247
377,3,Angela Thompson,2.5,1298923242
527,3,Angela Thompson,3.0,1298862528
355,3,Angela Thompson,2.5,1298861589
356,3,Angela Thompson,5.0,1298862167
296,3,Angela Thompson,4.5,1298862418
318,3,Angela Thompson,5.0,1298862121
58559,3,Angela Thompson,3.0,1298922071
50068,3,Angela Thompson,4.5,1298862467
84236,3,Angela Thompson,4.0,1298922130
27369,3,Angela Thompson,3.5,1298862555
8636,3,Angela Thompson,3.0,1298932766
48783,3,Angela Thompson,4.5,1298862361
1372,4,Jessica Sherman,3.0,949920004
1371,4,Jessica Sherman,4.0,949810302
1356,4,Jessica Sherman,4.0,949810582
1344,4,Jessica Sherman,5.0,949919247
1334,4,Jessica Sherman,5.0,949982274
1332,4,Jessica Sherman,4.0,949896275
1307,4,Jessica Sherman,4.0,949811602
1298,4,Jessica Sherman,4.0,949918927
1291,4,Jessica Sherman,5.0,949918743
1288,4,Jessica Sherman,5.0,949811490
1285,4,Jessica Sherman,4.0,949811559
1282,4,Jessica Sherman,5.0,949949396
1278,4,Jessica Sherman,5.0,949919372
1270,4,Jessica Sherman,5.0,949811523
1265,4,Jessica Sherman,5.0,949919591
1259,4,Jessica Sherman,4.0,949811559
1257,4,Jessica Sherman,5.0,949811602
1258,4,Jessica Sherman,5.0,949918743
1240,4,Jessica Sherman,5.0,949896244
1243,4,Jessica Sherman,5.0,949919519
1225,4,Jessica Sherman,5.0,949779173
1230,4,Jessica Sherman,5.0,949919372
1220,4,Jessica Sherman,5.0,949811523
1222,4,Jessica Sherman,5.0,949918693
1214,4,Jessica Sherman,5.0,949810261
1219,4,Jessica Sherman,5.0,949779173
1210,4,Jessica Sherman,5.0,949778714
1213,4,Jessica Sherman,5.0,949895708
1206,4,Jessica Sherman,5.0,949896159
1208,4,Jessica Sherman,5.0,949779173
1198,4,Jessica Sherman,5.0,949779173
1200,4,Jessica Sherman,5.0,949896244
2033,4,Jessica Sherman,4.0,949982239
2021,4,Jessica Sherman,4.0,949896114
2046,4,Jessica Sherman,5.0,949810618
2034,4,Jessica Sherman,4.0,949896183
2014,4,Jessica Sherman,4.0,949919454
2005,4,Jessica Sherman,5.0,949896070
2020,4,Jessica Sherman,4.0,949811738
2018,4,Jessica Sherman,5.0,949778771
2000,4,Jessica Sherman,5.0,949811602
1994,4,Jessica Sherman,5.0,949896309
2003,4,Jessica Sherman,2.0,949918970
2002,4,Jessica Sherman,3.0,949895907
1961,4,Jessica Sherman,5.0,949918743
1954,4,Jessica Sherman,5.0,949810261
1968,4,Jessica Sherman,5.0,949811559
1967,4,Jessica Sherman,3.0,949949538
1858,4,Jessica Sherman,5.0,949919738
1917,4,Jessica Sherman,4.0,949810688
1918,4,Jessica Sherman,2.0,949895956
1953,4,Jessica Sherman,5.0,949810261
1580,4,Jessica Sherman,5.0,949919978
1663,4,Jessica Sherman,4.0,949811559
1674,4,Jessica Sherman,5.0,949896244
1805,4,Jessica Sherman,1.0,949895864
1387,4,Jessica Sherman,5.0,949810261
1388,4,Jessica Sherman,4.0,949810302
1396,4,Jessica Sherman,5.0,949895772
1544,4,Jessica Sherman,3.0,949811230
1374,4,Jessica Sherman,4.0,949918787
1376,4,Jessica Sherman,3.0,949918904
1377,4,Jessica Sherman,3.0,949810688
1380,4,Jessica Sherman,5.0,949896377
435,4,Jessica Sherman,1.0,949920135
434,4,Jessica Sherman,4.0,949810688
431,4,Jessica Sherman,3.0,949895772
410,4,Jessica Sherman,3.0,949919883
480,4,Jessica Sherman,5.0,949810582
464,4,Jessica Sherman,4.0,949811315
442,4,Jessica Sherman,4.0,949920028
440,4,Jessica Sherman,4.0,949919802
356,4,Jessica Sherman,5.0,949919763
349,4,Jessica Sherman,5.0,949810582
329,4,Jessica Sherman,3.0,949810618
296,4,Jessica Sherman,5.0,949895708
380,4,Jessica Sherman,3.0,949810534
367,4,Jessica Sherman,4.0,949895887
364,4,Jessica Sherman,5.0,949949538
357,4,Jessica Sherman,5.0,949919681
141,4,Jessica Sherman,5.0,949919681
153,4,Jessica Sherman,4.0,949811346
34,4,Jessica Sherman,5.0,949919556
112,4,Jessica Sherman,5.0,949810582
260,4,Jessica Sherman,5.0,949779042
289,4,Jessica Sherman,4.0,949778802
173,4,Jessica Sherman,3.0,949811346
185,4,Jessica Sherman,3.0,949920047
10,4,Jessica Sherman,4.0,949810645
1097,4,Jessica Sherman,5.0,949778771
1089,4,Jessica Sherman,5.0,949895732
1127,4,Jessica Sherman,5.0,949896275
1125,4,Jessica Sherman,5.0,949919399
1194,4,Jessica Sherman,5.0,949919419
1136,4,Jessica Sherman,5.0,949919372
1197,4,Jessica Sherman,5.0,949811490
1196,4,Jessica Sherman,5.0,949779173
1030,4,Jessica Sherman,5.0,949896377
1028,4,Jessica Sherman,5.0,949949638
1032,4,Jessica Sherman,5.0,949949538
1031,4,Jessica Sherman,5.0,949896377
1036,4,Jessica Sherman,5.0,949896244
1033,4,Jessica Sherman,5.0,949949638
1079,4,Jessica Sherman,5.0,949811523
1073,4,Jessica Sherman,5.0,949919372
858,4,Jessica Sherman,5.0,949779022
903,4,Jessica Sherman,5.0,949919189
910,4,Jessica Sherman,4.0,949919306
913,4,Jessica Sherman,5.0,949919247
919,4,Jessica Sherman,5.0,949949396
1011,4,Jessica Sherman,4.0,949919454
1016,4,Jessica Sherman,4.0,949919322
1022,4,Jessica Sherman,5.0,949949638
541,4,Jessica Sherman,5.0,949779091
588,4,Jessica Sherman,5.0,949949486
589,4,Jessica Sherman,5.0,949919938
590,4,Jessica Sherman,3.0,949810534
594,4,Jessica Sherman,5.0,949949538
596,4,Jessica Sherman,5.0,949949638
610,4,Jessica Sherman,4.0,949982238
616,4,Jessica Sherman,5.0,949949444
4006,4,Jessica Sherman,2.0,949982238
3263,4,Jessica Sherman,3.0,949919845
3265,4,Jessica Sherman,5.0,949895732
3071,4,Jessica Sherman,4.0,949918715
3060,4,Jessica Sherman,5.0,949919656
3040,4,Jessica Sherman,5.0,949919419
3039,4,Jessica Sherman,4.0,949811559
3034,4,Jessica Sherman,5.0,949949444
3016,4,Jessica Sherman,3.0,949896543
2991,4,Jessica Sherman,5.0,949810261
2987,4,Jessica Sherman,5.0,949918807
3255,4,Jessica Sherman,4.0,949919738
3251,4,Jessica Sherman,5.0,949918970
3210,4,Jessica Sherman,4.0,949811523
3208,4,Jessica Sherman,2.0,949778946
3169,4,Jessica Sherman,4.0,949918904
3108,4,Jessica Sherman,5.0,949919738
3104,4,Jessica Sherman,4.0,949811603
3101,4,Jessica Sherman,4.0,949896275
2124,4,Jessica Sherman,4.0,949919763
2140,4,Jessica Sherman,5.0,949896070
2114,4,Jessica Sherman,5.0,949918927
2115,4,Jessica Sherman,5.0,949918994
2144,4,Jessica Sherman,5.0,949811603
2161,4,Jessica Sherman,5.0,949896070
2141,4,Jessica Sherman,4.0,949982239
2143,4,Jessica Sherman,4.0,949896114
2194,4,Jessica Sherman,5.0,949918764
2248,4,Jessica Sherman,4.0,949811559
2174,4,Jessica Sherman,5.0,949896070
2193,4,Jessica Sherman,3.0,949896070
2289,4,Jessica Sherman,5.0,949919556
2348,4,Jessica Sherman,4.0,949918927
2723,4,Jessica Sherman,5.0,949810582
2734,4,Jessica Sherman,4.0,949778714
2699,4,Jessica Sherman,4.0,949896497
2716,4,Jessica Sherman,5.0,949811523
2659,4,Jessica Sherman,3.0,949918671
2683,4,Jessica Sherman,4.0,949896497
2628,4,Jessica Sherman,5.0,949810582
2640,4,Jessica Sherman,5.0,949810261
2551,4,Jessica Sherman,4.0,949896275
2616,4,Jessica Sherman,1.0,949895993
2454,4,Jessica Sherman,5.0,949982274
2467,4,Jessica Sherman,5.0,949918875
2406,4,Jessica Sherman,5.0,949918994
2409,4,Jessica Sherman,4.0,949810302
2371,4,Jessica Sherman,4.0,949811603
2403,4,Jessica Sherman,4.0,949918994
2986,4,Jessica Sherman,3.0,949896015
2968,4,Jessica Sherman,5.0,949896070
2918,4,Jessica Sherman,5.0,949811559
2916,4,Jessica Sherman,4.0,949810534
2903,4,Jessica Sherman,1.0,949896309
2902,4,Jessica Sherman,2.0,949896309
2877,4,Jessica Sherman,5.0,949896377
2872,4,Jessica Sherman,5.0,949896114
2867,4,Jessica Sherman,3.0,949918875
2822,4,Jessica Sherman,3.0,949811230
2804,4,Jessica Sherman,5.0,949811738
2797,4,Jessica Sherman,5.0,949896070
2795,4,Jessica Sherman,4.0,949811603
2791,4,Jessica Sherman,5.0,949811490
2788,4,Jessica Sherman,5.0,949919399
2770,4,Jessica Sherman,1.0,949896521
2102,4,Jessica Sherman,5.0,949949396
2105,4,Jessica Sherman,4.0,949896114
2109,4,Jessica Sherman,5.0,949919399
2110,4,Jessica Sherman,3.0,949896309
2091,4,Jessica Sherman,5.0,949896183
2094,4,Jessica Sherman,4.0,949920028
2096,4,Jessica Sherman,5.0,949949538
2100,4,Jessica Sherman,5.0,949896114
2081,4,Jessica Sherman,4.0,949982239
2085,4,Jessica Sherman,5.0,949949444
2086,4,Jessica Sherman,5.0,949896114
2087,4,Jessica Sherman,5.0,949949638
2054,4,Jessica Sherman,3.0,949896114
2064,4,Jessica Sherman,5.0,949918648
2078,4,Jessica Sherman,5.0,949949444
2080,4,Jessica Sherman,5.0,949919306
2268,4,Jessica Sherman,5.0,949895772
2263,4,Jessica Sherman,3.0,949896309
141,5,Oscar Harmon,4.0,1163374242
150,5,Oscar Harmon,4.0,1163374404
39,5,Oscar Harmon,4.0,1163374952
104,5,Oscar Harmon,4.0,1163374639
3,5,Oscar Harmon,4.0,1163374957
377,5,Oscar Harmon,4.0,1163373610
440,5,Oscar Harmon,4.0,1163374477
364,5,Oscar Harmon,4.0,1163373752
367,5,Oscar Harmon,4.0,1163373755
344,5,Oscar Harmon,3.5,1163373636
356,5,Oscar Harmon,4.0,1163374152
231,5,Oscar Harmon,3.5,1163373762
277,5,Oscar Harmon,4.5,1163373208
1721,5,Oscar Harmon,4.0,1163373744
1777,5,Oscar Harmon,4.0,1163374601
1784,5,Oscar Harmon,4.5,1163374251
1923,5,Oscar Harmon,4.5,1163373726
1393,5,Oscar Harmon,3.5,1163374165
1485,5,Oscar Harmon,4.5,1163374608
1544,5,Oscar Harmon,3.5,1163374562
1682,5,Oscar Harmon,4.0,1163374214
2081,5,Oscar Harmon,5.0,1163373109
2273,5,Oscar Harmon,4.0,1163373276
2294,5,Oscar Harmon,4.0,1163373251
2355,5,Oscar Harmon,3.5,1163374184
1961,5,Oscar Harmon,4.0,1163373675
1968,5,Oscar Harmon,4.0,1163374324
1997,5,Oscar Harmon,3.5,1163374593
2023,5,Oscar Harmon,1.5,1163373188
788,5,Oscar Harmon,3.5,1163374993
597,5,Oscar Harmon,5.0,1163373711
903,5,Oscar Harmon,3.5,1163373135
858,5,Oscar Harmon,2.5,1163373651
586,5,Oscar Harmon,4.0,1163374392
500,5,Oscar Harmon,4.5,1163373718
595,5,Oscar Harmon,4.0,1163374190
588,5,Oscar Harmon,3.5,1163373551
1247,5,Oscar Harmon,4.0,1163374582
1221,5,Oscar Harmon,2.5,1163374239
1380,5,Oscar Harmon,5.0,1163373044
1307,5,Oscar Harmon,4.0,1163374495
1022,5,Oscar Harmon,4.0,1163373316
919,5,Oscar Harmon,4.0,1163374286
1193,5,Oscar Harmon,3.0,1163374173
1035,5,Oscar Harmon,5.0,1163373103
2997,5,Oscar Harmon,3.5,1163374127
3114,5,Oscar Harmon,3.5,1163374263
3176,5,Oscar Harmon,3.5,1163374408
3408,5,Oscar Harmon,4.0,1163374137
3753,5,Oscar Harmon,3.5,1163373148
41566,5,Oscar Harmon,4.0,1163374144
41569,5,Oscar Harmon,4.0,1163374167
48385,5,Oscar Harmon,4.5,1163374357
33679,5,Oscar Harmon,4.0,1163374517
34162,5,Oscar Harmon,4.5,1163374227
35836,5,Oscar Harmon,4.0,1163374275
40819,5,Oscar Harmon,4.5,1163374283
6711,5,Oscar Harmon,2.5,1163373238
6502,5,Oscar Harmon,4.0,1163374455
8376,5,Oscar Harmon,4.0,1163374742
6942,5,Oscar Harmon,4.0,1163374511
6218,5,Oscar Harmon,3.5,1163374491
5995,5,Oscar Harmon,4.0,1163374533
6377,5,Oscar Harmon,4.0,1163373626
6373,5,Oscar Harmon,4.0,1163374572
30749,5,Oscar Harmon,4.5,1163374702
30707,5,Oscar Harmon,4.5,1163374340
33166,5,Oscar Harmon,5.0,1163374211
30793,5,Oscar Harmon,3.5,1163374177
8622,5,Oscar Harmon,3.5,1163374118
8464,5,Oscar Harmon,4.0,1163374381
8644,5,Oscar Harmon,4.0,1163374426
8636,5,Oscar Harmon,4.5,1163373593
4718,5,Oscar Harmon,3.5,1163375131
4963,5,Oscar Harmon,3.0,1163373548
4308,5,Oscar Harmon,3.5,1163374354
4447,5,Oscar Harmon,4.5,1163375033
4025,5,Oscar Harmon,4.5,1163375145
4306,5,Oscar Harmon,3.5,1163374103
4018,5,Oscar Harmon,4.0,1163375025
4022,5,Oscar Harmon,3.5,1163373696
5679,5,Oscar Harmon,4.5,1163374389
5816,5,Oscar Harmon,3.0,1163373688
5464,5,Oscar Harmon,4.0,1163374443
5669,5,Oscar Harmon,3.5,1163374206
5299,5,Oscar Harmon,4.5,1163373299
5349,5,Oscar Harmon,4.5,1163373606
4995,5,Oscar Harmon,4.5,1163373616
5266,5,Oscar Harmon,3.5,1163374995
2918,5,Oscar Harmon,3.5,1163374278
2770,5,Oscar Harmon,3.5,1163374947
2762,5,Oscar Harmon,3.5,1163373743
2706,5,Oscar Harmon,4.0,1163374246
2694,5,Oscar Harmon,4.5,1163373293
2683,5,Oscar Harmon,4.0,1163373679
2502,5,Oscar Harmon,3.5,1163374290
2424,5,Oscar Harmon,4.0,1163373193
4014,5,Oscar Harmon,4.0,1163373273
3948,5,Oscar Harmon,3.5,1163374198
3897,5,Oscar Harmon,4.5,1163374235
2502,6,Jessica Wilson,3.5,1108134291
2528,6,Jessica Wilson,3.0,1109258245
2529,6,Jessica Wilson,4.0,1108134293
2571,6,Jessica Wilson,1.0,1109258202
2001,6,Jessica Wilson,3.0,1108134289
2019,6,Jessica Wilson,4.0,1109258270
2072,6,Jessica Wilson,4.0,1109258285
2174,6,Jessica Wilson,4.0,1109258175
1687,6,Jessica Wilson,2.0,1109258281
1747,6,Jessica Wilson,2.0,1109258194
1876,6,Jessica Wilson,0.5,1108134334
1909,6,Jessica Wilson,3.0,1108134344
1276,6,Jessica Wilson,4.5,1108134309
1285,6,Jessica Wilson,4.5,1108134339
1358,6,Jessica Wilson,2.0,1109258181
1639,6,Jessica Wilson,2.0,1109258179
7153,6,Jessica Wilson,5.0,1108134519
7090,6,Jessica Wilson,3.0,1108134534
8368,6,Jessica Wilson,3.5,1108134526
7361,6,Jessica Wilson,4.0,1108134524
4641,6,Jessica Wilson,1.5,1109258217
3751,6,Jessica Wilson,1.5,1109258190
5952,6,Jessica Wilson,5.0,1108134311
4975,6,Jessica Wilson,1.5,1109258226
3052,6,Jessica Wilson,1.0,1108134337
2890,6,Jessica Wilson,3.0,1109258199
3300,6,Jessica Wilson,3.5,1109258250
3114,6,Jessica Wilson,4.0,1109258183
2692,6,Jessica Wilson,4.0,1108134274
2657,6,Jessica Wilson,2.0,1108134271
2761,6,Jessica Wilson,4.5,1108134545
2723,6,Jessica Wilson,3.0,1109258257
8874,6,Jessica Wilson,4.5,1108134521
8636,6,Jessica Wilson,4.0,1108134537
8784,6,Jessica Wilson,3.0,1108134531
596,6,Jessica Wilson,4.0,1108134269
293,6,Jessica Wilson,5.0,1108134539
173,6,Jessica Wilson,2.0,1109258228
158,6,Jessica Wilson,2.0,1108134263
1259,6,Jessica Wilson,4.5,1109258196
1250,6,Jessica Wilson,4.5,1108134284
1204,6,Jessica Wilson,5.0,1108134266
903,6,Jessica Wilson,4.0,1108134299
111,6,Jessica Wilson,4.0,1109258212
198,7,Kyle Bailey,2.0,851868704
207,7,Kyle Bailey,3.0,851868705
141,7,Kyle Bailey,4.0,851866704
151,7,Kyle Bailey,4.0,851868206
110,7,Kyle Bailey,5.0,851868188
112,7,Kyle Bailey,4.0,851866720
40,7,Kyle Bailey,4.0,851866901
104,7,Kyle Bailey,3.0,851866744
31,7,Kyle Bailey,3.0,851868750
34,7,Kyle Bailey,4.0,851867861
10,7,Kyle Bailey,3.0,851869035
21,7,Kyle Bailey,3.0,851867289
1,7,Kyle Bailey,3.0,851866703
500,7,Kyle Bailey,3.0,851867669
480,7,Kyle Bailey,4.0,851869161
380,7,Kyle Bailey,4.0,851869291
377,7,Kyle Bailey,3.0,851869291
367,7,Kyle Bailey,3.0,851867790
364,7,Kyle Bailey,3.0,851868020
357,7,Kyle Bailey,3.0,851867436
356,7,Kyle Bailey,3.0,851868188
355,7,Kyle Bailey,3.0,851867941
345,7,Kyle Bailey,3.0,851867621
333,7,Kyle Bailey,3.0,851867345
329,7,Kyle Bailey,3.0,851868524
318,7,Kyle Bailey,5.0,851868187
316,7,Kyle Bailey,2.0,851869161
272,7,Kyle Bailey,3.0,851868188
260,7,Kyle Bailey,5.0,851869062
539,7,Kyle Bailey,3.0,851867688
534,7,Kyle Bailey,4.0,851868246
551,7,Kyle Bailey,4.0,851868019
541,7,Kyle Bailey,4.0,851869035
589,7,Kyle Bailey,3.0,851869140
588,7,Kyle Bailey,4.0,851868044
592,7,Kyle Bailey,3.0,851868863
590,7,Kyle Bailey,4.0,851868186
595,7,Kyle Bailey,3.0,851868044
1405,7,Kyle Bailey,5.0,851866978
1394,7,Kyle Bailey,3.0,851867688
1408,7,Kyle Bailey,1.0,851869140
1374,7,Kyle Bailey,4.0,851869035
1373,7,Kyle Bailey,2.0,851869230
1376,7,Kyle Bailey,3.0,851869062
1375,7,Kyle Bailey,3.0,851869140
1353,7,Kyle Bailey,3.0,851866935
1307,7,Kyle Bailey,3.0,851867401
1372,7,Kyle Bailey,3.0,851869102
1371,7,Kyle Bailey,3.0,851869160
1288,7,Kyle Bailey,4.0,851867401
1291,7,Kyle Bailey,3.0,851867320
1298,7,Kyle Bailey,3.0,851868471
1302,7,Kyle Bailey,4.0,851868471
1270,7,Kyle Bailey,3.0,851867436
1275,7,Kyle Bailey,4.0,851869080
1278,7,Kyle Bailey,3.0,851867436
1287,7,Kyle Bailey,4.0,851868332
1225,7,Kyle Bailey,5.0,851868246
1231,7,Kyle Bailey,4.0,851868321
1240,7,Kyle Bailey,4.0,851869062
1242,7,Kyle Bailey,5.0,851868289
1198,7,Kyle Bailey,5.0,851869035
1210,7,Kyle Bailey,5.0,851869034
1220,7,Kyle Bailey,4.0,851867379
1223,7,Kyle Bailey,5.0,851868044
1197,7,Kyle Bailey,3.0,851867289
1196,7,Kyle Bailey,5.0,851869034
1148,7,Kyle Bailey,5.0,851868019
1136,7,Kyle Bailey,4.0,851867289
1129,7,Kyle Bailey,3.0,851869103
1125,7,Kyle Bailey,3.0,851867553
1097,7,Kyle Bailey,3.0,851868308
1080,7,Kyle Bailey,4.0,851867289
1079,7,Kyle Bailey,4.0,851867320
1073,7,Kyle Bailey,3.0,851866744
1036,7,Kyle Bailey,3.0,851869102
924,7,Kyle Bailey,4.0,851868289
786,7,Kyle Bailey,2.0,851866744
780,7,Kyle Bailey,3.0,851866703
745,7,Kyle Bailey,5.0,851868020
737,7,Kyle Bailey,1.0,851866763
724,7,Kyle Bailey,2.0,851866784
736,7,Kyle Bailey,1.0,851866704
708,7,Kyle Bailey,3.0,851866744
720,7,Kyle Bailey,5.0,851868019
610,7,Kyle Bailey,3.0,851868074
671,7,Kyle Bailey,4.0,851866806
594,7,Kyle Bailey,4.0,851868020
43556,8,John Henderson,3.5,1154473022
43871,8,John Henderson,3.0,1154473014
44004,8,John Henderson,3.0,1154473017
34162,8,John Henderson,3.5,1154400423
40583,8,John Henderson,3.5,1154473088
40819,8,John Henderson,3.5,1154473264
42007,8,John Henderson,2.0,1154473042
32587,8,John Henderson,3.5,1154465243
33166,8,John Henderson,4.5,1154473310
33493,8,John Henderson,4.5,1154400263
33794,8,John Henderson,4.5,1154464726
8533,8,John Henderson,2.5,1154400471
8784,8,John Henderson,4.5,1154464868
8873,8,John Henderson,4.0,1154465499
8874,8,John Henderson,3.0,1154465548
7438,8,John Henderson,4.0,1154464994
7361,8,John Henderson,4.0,1154465367
7153,8,John Henderson,4.0,1154464753
7143,8,John Henderson,3.5,1154400294
6879,8,John Henderson,3.0,1154400253
6874,8,John Henderson,5.0,1154465296
6870,8,John Henderson,4.0,1154464895
6378,8,John Henderson,3.0,1154400191
6377,8,John Henderson,4.0,1154389474
5989,8,John Henderson,3.5,1154400444
5952,8,John Henderson,4.0,1154464762
5669,8,John Henderson,3.0,1154465385
5650,8,John Henderson,4.0,1154465399
5630,8,John Henderson,4.0,1154400407
5464,8,John Henderson,4.0,1154464756
5445,8,John Henderson,4.5,1154400449
5064,8,John Henderson,5.0,1154400236
5378,8,John Henderson,3.5,1154389552
4993,8,John Henderson,3.5,1154464819
4995,8,John Henderson,3.5,1154389449
4963,8,John Henderson,4.5,1154400383
4973,8,John Henderson,4.0,1154465373
4886,8,John Henderson,3.5,1154464808
4896,8,John Henderson,3.5,1154400398
4262,8,John Henderson,4.0,1154464915
4448,8,John Henderson,2.5,1154400334
4034,8,John Henderson,4.5,1154465279
4226,8,John Henderson,5.0,1154464905
4011,8,John Henderson,4.5,1154464873
4019,8,John Henderson,3.5,1154400245
3948,8,John Henderson,4.0,1154389482
3996,8,John Henderson,4.0,1154465526
457,8,John Henderson,4.5,1154400475
356,8,John Henderson,4.0,1154400390
524,8,John Henderson,2.0,1154400357
520,8,John Henderson,3.5,1154389356
282,8,John Henderson,2.0,1154389420
260,8,John Henderson,3.5,1154464829
318,8,John Henderson,5.0,1154464714
296,8,John Henderson,4.0,1154465380
805,8,John Henderson,3.5,1154389432
628,8,John Henderson,4.0,1154400284
